,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen,lat,lng
79,"Casa Venta Carretera Nacional, Sierra Alta.","$ 13,800,000",4,664,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-venta-carretera-nacional-sierra-alta-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fe6b1bc6dee75c.jpg,25.577379,-100.2747871
80,"Casa Venta Sierra Alta, Carretera Nacional.","$ 14,250,000",4,444,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-venta-sierra-alta-carretera-nacional-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eeb6449f34a8bb.jpg,25.577379,-100.2747871
81,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 13,500,000",4,510,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-28.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/14d4cdd3753fea.jpg,25.577379,-100.2747871
82,Casa en Venta Residencial Los Azulejos,"$ 14,500,000",4,530,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-residencial-los-azulejos.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1d26cf10e7310f.jpg,25.577379,-100.2747871
83,Casa en Venta Sierra Alta 9 sector (Proyecto entregable Diciembre del 2022),"$ 22,900,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9-sector-proyecto-entregable-diciembre-del-2022.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0e31d7b7e55b7d.jpg,25.577379,-100.2747871
84,Casa Preventa Sierra Alta 9 sector colinda con 2 parques,"$ 21,500,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-preventa-sierra-alta-9-sector-colinda-con-2-parques-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/58e5c9a6c710c7.jpg,25.577379,-100.2747871
85,"Casa Venta Bioma Residencial,Estricta Seguridad,Sierra Alta,Monterrey Nuevo Leon","$ 9,300,000",3,322,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-venta-bioma-residencial-estricta-seguridad-sierra-alta-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5954a215f8e042.jpg,25.577379,-100.2747871
86,"Casa seminueva en Venta Carretera Nacional, Sierra Alta.","$ 18,000,000",3,680,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-seminueva-en-venta-carretera-nacional-sierra-alta.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2ab16cb8ca706d.jpg,25.577379,-100.2747871
87,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 15,950,000",4,600,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-25.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5524c967c43b3c.jpg,25.577379,-100.2747871
88,Casa en Venta con alberca Fraccionamiento Los Azulejos   Carretera Nacional,"$ 13,650,000",4,530,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-con-alberca-fraccionamiento-los-azulejos-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d0177245b33eb6.jpg,25.577379,-100.2747871
89,"Casa sola en Venta, en Sierra Alta 9o Sector, Monterrey","$ 20,900,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-sierra-alta-9o-sector-monterrey-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f014e5ac5d6aab.jpg,25.577379,-100.2747871
90,Casa en Venta en Sierra Alta 9no Sector,"$ 15,700,000",3,635,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-9no-sector-20.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8028eb4131b1f5.jpg,25.577379,-100.2747871
91,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 41,000,000",5,1243,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-27.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4a371b5a9ac773.jpg,25.577379,-100.2747871
92,VENTA CASA SIERRA ALTA 9 SECTOR CARRETERA NACIONAL MONTERREY N.L.,"$ 20,900,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/venta-casa-sierra-alta-9-sector-carretera-nacional-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b58ad87e78d2d4.jpg,25.577379,-100.2747871
93,"Casa en Venta en Sierra Alta,  Carretera Nacional. - 7710","$ 27,899,000",4,1025,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-carretera-nacional-7710.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/28ed3eb0ef41c3.jpg,25.577379,-100.2747871
94,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 17,900,000",3,615,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-33.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bcc54ef2ccc462.jpg,25.577379,-100.2747871
95,Casa en Venta Sierra Alta 9o Sector,"$ 18,500,000",4,600,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9o-sector-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/10f14bcd0046f4.jpg,25.577379,-100.2747871
96,Casa - Sierra Alta 9o Sector,"$ 25,500,000",5,750,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-sierra-alta-9o-sector-25.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/af9ddcb6c417be.jpg,25.577379,-100.2747871
97,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 20,400,000",4,665,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-16.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c90ac142ddd9e7.jpg,25.577379,-100.2747871
98,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 18,300,000",3,657,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-15.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/46c6aa56cbe793.jpg,25.577379,-100.2747871
99,SIERRA ALTA RINCON DE LAS ROSAS MONTERREY,"$ 25,500,000",5,750,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/sierra-alta-rincon-de-las-rosas-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7c8ca20868c976.jpg,25.577379,-100.2747871
100,Casa - Sierra Alta 9o Sector,"$ 21,500,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-sierra-alta-9o-sector-26.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/04d9217b76d8c5.jpg,25.577379,-100.2747871
101,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 9,900,000",3,350,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-32.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a6aaa3c62181cb.jpg,25.577379,-100.2747871
102,"Casa Venta Sierra Alta,Imresionantes vistas a las Montanas,Monterrey,Nuevo Leon","$ 22,900,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-venta-sierra-alta-imresionantes-vistas-a-las-montanas-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/91d80323eca2e0.jpg,25.577379,-100.2747871
103,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 14,500,000",4,468,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-26.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2896292a046c62.jpg,25.577379,-100.2747871
104,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 18,700,000",3,602,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-36.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1b1106e1f6abbc.jpg,25.577379,-100.2747871
105,"Casa en Venta Sierra Alta, Carretera Nacional.","$ 14,500,000",3,468,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-carretera-nacional-34.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3ab6a56f0221a3.jpg,25.577379,-100.2747871
106,"Casa en Proyecto en venta, Sierra Alta/ Carretera Nacional - 7919","$ 18,490,000",3,602,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-proyecto-en-venta-sierra-alta-carretera-nacional-7919.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8ab6fb672658fe.jpg,25.577379,-100.2747871
107,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 22,900,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-35.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/01b47b8bffe8c9.jpg,25.577379,-100.2747871
108,"Casa En Venta En Sierra Alta 3er Sector, Monterrey, Nuevo Leon","$ 20,000,000",3,715,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-3er-sector-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a1387733fd0cb0.jpg,25.577379,-100.2747871
109,"Casa En Venta En Sierra Alta, Monterrey, Nuevo Leon","$ 22,500,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-34.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eb78898e349efb.jpg,25.577379,-100.2747871
110,CASA EN VENTA SIERRA ALTA 9 SECTOR,"$ 25,500,000",5,750,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9-sector-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/40bb7068d5d21f.jpg,25.577379,-100.2747871
111,"Casa en Venta, Estricta Seguridad,Sierra Alta,Monterrey,Nuevo Leon","$ 18,500,000",3,615,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-estricta-seguridad-sierra-alta-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e9a21afe3eecac.jpg,25.577379,-100.2747871
112,"Preventa Casa Llave en mano Sierra Alta, Carretera Nacional, Mty NL.","$ 24,900,000",5,740,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/preventa-casa-llave-en-mano-sierra-alta-carretera-nacional-mty-nl.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/015d423939c396.jpg,25.577379,-100.2747871
113,Venta Casa Sierra Alta,"$ 18,500,000",4,600,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/venta-casa-sierra-alta-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/41caecce6dd15d.jpg,25.577379,-100.2747871
114,Casas en Venta en Sierra Alta,"$ 11,800,000",3,510,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-sierra-alta-36.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a7472dfdb2cc61.jpg,25.577379,-100.2747871
115,"Exclusiva Residencia Equipada en Venta en Sierra Alta, Monterrey","$ 27,100,000",4,650,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/exclusiva-residencia-equipada-en-venta-en-sierra-alta-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/816d87844fe0cc.jpg,25.577379,-100.2747871
116,"CASA EN VENTA CON ALBERCA, 120 M2 DE JARDIN  Y VISTAS HACIA CAMPO DE GOLF - SIERRA AL...","$ 24,900,000",4,740,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-con-alberca-120-m2-de-jardin-y-vistas-hacia-campo-de-golf-sierra-alta-noveno-sector-carretera-nacional-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a5995c7c70f334.jpg,25.577379,-100.2747871
117,CASA EN VENTA SIERRA ALTA ZONA CARRETERA NACIONAL MONTERREY,"$ 22,900,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-zona-carretera-nacional-monterrey-53.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1f8ade68d8daf5.jpg,25.577379,-100.2747871
118,CASA EN VENTA SIERRA ALTA ZONA CARRETERA NACIONA,"$ 8,700,000",3,340,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-zona-carretera-naciona-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/788c7cd423e03d.jpg,25.577379,-100.2747871
119,Casas en Venta en Sierra Alta,"$ 8,750,000",4,418,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-sierra-alta-63.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bc949b87e28154.jpg,25.577379,-100.2747871
120,Casa en Venta en Sierra Alta Monterrey Nuevo Leon,"$ 7,990,000",3,340,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-nuevo-leon-14.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1f221a2c32a88a.jpg,25.577379,-100.2747871
121,"CASA CON RECAMARA EN PB, ALBERCA, SALA DE JUEGOS, CUARTO DE CINE Y TERRAZAS - SIERRA ...","$ 23,500,000",4,950,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-con-recamara-en-pb-alberca-sala-de-juegos-cuarto-de-cine-y-terrazas-sierra-alta-9no-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eef116a68bf2f5.jpg,25.577379,-100.2747871
122,Casa Venta SIERRA ALTA,"$ 20,900,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-venta-sierra-alta-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2dc3191bde604f.jpg,25.577379,-100.2747871
123,"Casa en Venta, Monterrey, Nuevo Leon","$ 16,850,000",5,550,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-367.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2af6aa666e9336.jpg,25.577379,-100.2747871
124,"CASA EN VENTA SIERRA ALTA CARRETERA NACIONAL $16,950,000","$ 16,950,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-carretera-nacional-16-950-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b2fe9c47e9dab6.jpg,25.577379,-100.2747871
125,CASA EN VENTA SIERRA ALTA ZONA CARRETERA NACIONAL MONTERREY,"$ 19,900,000",4,730,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-zona-carretera-nacional-monterrey-48.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e7fc43ed71d992.jpg,25.577379,-100.2747871
126,Casa - Sierra Alta 9o Sector,"$ 17,300,000",4,557,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-sierra-alta-9o-sector-18.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/284c00b7757296.jpg,25.577379,-100.2747871
127,Casa - Sierra Alta 6 Sector,"$ 10,250,000",3,460,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-sierra-alta-6-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1a956b19856d78.jpg,25.577379,-100.2747871
128,"CASA EN VENTA, SIERRA ALTA 9o SECTOR, CARRETERA NACIONAL MONTERREY","$ 23,000,000",6,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9o-sector-carretera-nacional-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0418ca4ea46dcc.jpg,25.577379,-100.2747871
129,Residencia de Lujo en Preventa.,"$ 19,500,000",5,650,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/residencia-de-lujo-en-preventa.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c8f84e5672cb0a.jpg,25.577379,-100.2747871
130,"CASA EN VENTA EN ALTA SIERRA 9 SECTOR, MONTERREY, N.L.","$ 16,900,000",4,600,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-alta-sierra-9-sector-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fa9a49e9a43459.jpg,25.577379,-100.2747871
131,"Casa en Venta en Monterrey Carretera Nacional Sierra Alta, con un solo vecino!","$ 19,500,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-monterrey-carretera-nacional-sierra-alta-con-un-solo-vecino.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c6c899321bc64a.jpg,25.577379,-100.2747871
132,Casa en Venta en Sierra Alta,"$ 22,900,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-69.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c2936863730726.jpg,25.577379,-100.2747871
133,"Casa en Venta Sierra Alta $16,950,000","$ 16,950,000",5,730,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-16-950-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/95ca7a2f4eb9a6.jpg,25.577379,-100.2747871
134,Casas en Venta en Sierra Alta,"$ 14,950,000",3,457,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-sierra-alta-59.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/70a92ecf87082d.jpg,25.577379,-100.2747871
135,CASA EN VENTA EN PRIVADA SANTA ANITA ZONA CARRETERA NACIONAL,"$ 9,500,000",3,356,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-privada-santa-anita-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f4bf1a0f0db2f9.jpg,25.577379,-100.2747871
136,CASA EN VENTA SIERRA ALTA 9NO SECTOR ZONA CARRETERA NACIONAL MONTERREY,"$ 22,500,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9no-sector-zona-carretera-nacional-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6935e8dd011792.jpg,25.577379,-100.2747871
137,Casa en Venta Sierra Alta 9 sector zona sur carretera nacional Monterrey NL,"$ 12,750,000",3,427,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9-sector-zona-sur-carretera-nacional-monterrey-nl.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f81d44d0e7aaaa.jpg,25.577379,-100.2747871
138,casa en zona privilegiada,"$ 13,950,000",3,550,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-zona-privilegiada-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d89577165e4920.jpg,25.577379,-100.2747871
139,"CASA PRE VENTA SIERRA ALTA CARRETERA NACIONAL MONTERREY N. $12,950,000","$ 12,950,000",4,663,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-pre-venta-sierra-alta-carretera-nacional-monterrey-n-12-950-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/17c514a6e29a34.jpg,25.577379,-100.2747871
140,Casa Venta Carretera Nacional,"$ 14,500,000",4,526,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-venta-carretera-nacional-38.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7751780e3eb68c.jpg,25.577379,-100.2747871
141,"Casa en Venta en Sierra Alta Monterrey, C/Alberca, 5 Recamaras, en Calle PRIVADA","$ 16,449,000",5,700,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-monterrey-c-alberca-5-recamaras-en-calle-privada.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4dae3faf805e15.jpg,25.577379,-100.2747871
142,"Casa en Venta  SIERRA ALTA, Rincon de las Rosas,  Al sur de Monterrey  (MHG)","$ 14,500,000",4,468,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-rincon-de-las-rosas-al-sur-de-monterrey-mhg.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/58f5fe9c6b8093.jpg,25.577379,-100.2747871
143,CASA EN VENTA EN CARRETERA NACIONAL - SIERRA ALTA,"$ 12,500,000",3,462,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carretera-nacional-sierra-alta-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/911758cc62e85a.jpg,25.577379,-100.2747871
144,CASA EN VENTA SIERRA ALTA ZONA CARRETERA NACIONAL,"$ 12,500,000",3,450,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-zona-carretera-nacional-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9df29365afbf4c.jpg,25.577379,-100.2747871
145,"Casa en Venta Fracc. 1er Sector Sierra Alta, Carretera Nacional, N.L.","$ 11,980,000",4,472,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-fracc-1er-sector-sierra-alta-carretera-nacional-n-l-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d096883183a0fc.jpg,25.577379,-100.2747871
146,"Casa en venta zona Carretera Nacional, Sierra Alta.","$ 13,800,000",3,664,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-zona-carretera-nacional-sierra-alta.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2bff94700c480f.jpg,25.577379,-100.2747871
147,"CASA EN VENTA SIERRA ALTA NOVENO SECTOR CARRETERA NACIONAL MONTERREY N L  $16,450,000","$ 16,450,000",4,700,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-noveno-sector-carretera-nacional-monterrey-n-l-16-450-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8142aa7daba4a5.jpg,25.577379,-100.2747871
148,"CASA EN VENTA  SIERRA ALTA  CARRETERA NACIONAL MONTERREY N L $11,700,000","$ 11,700,000",3,450,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-carretera-nacional-monterrey-n-l-11-700-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/04c466f69b5fae.jpg,25.577379,-100.2747871
