,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen,lat,lng
2086,"Casa En Venta En Residencial Vistalta, Monterrey, Nuevo Leon","$ 6,000,000",3,355,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c716964e758403.jpg,25.6044681,-100.251951
2087,"Casa en Venta Vistalta, Estricta Seguridad, Country Sur,Monterrey,Nuevo Leon","$ 6,000,000",3,326,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vistalta-estricta-seguridad-country-sur-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b01bef88144540.jpg,25.6044681,-100.251951
2088,"Casa En Venta En Residencial Vistalta, Monterrey, Nuevo Leon","$ 10,890,000",4,440,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/54bc9e35591eb6.jpg,25.6044681,-100.251951
2089,"Casa En Venta En Residencial Vistalta, Monterrey, Nuevo Leon","$ 6,700,000",3,424,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-monterrey-nuevo-leon-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dd5ae3880488e9.jpg,25.6044681,-100.251951
2090,Casa en venta Vistalta 2o. Sector al Sur de Monterrey,"$ 9,400,000",4,480,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vistalta-2o-sector-al-sur-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b04701986f7477.jpg,25.6044681,-100.251951
2091,Casa - Residencial Vistalta,"$ 6,240,000",3,260,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-residencial-vistalta-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7307aad09091a1.jpg,25.6044681,-100.251951
2092,"CASA EN VENTA VISTALTA, CONTRY, CARRETERA NACIONAL MONTERREY $5,950,000","$ 5,950,000",3,270,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vistalta-contry-carretera-nacional-monterrey-5-950-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/94ac6ed295a0e7.jpg,25.6044681,-100.251951
2093,Casa - Residencial Vistalta,"$ 7,150,000",4,410,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-residencial-vistalta-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e4db718bf8951.jpg,25.6044681,-100.251951
2094,Casa en Venta en Residencial Vistalta (LJGC),"$ 5,750,000",3,350,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-vistalta-ljgc-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0210279ec82418.jpg,25.6044681,-100.251951
2095,Casa en Venta vistalta carretera nacional,"$ 7,000,000",3,325,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-vistalta-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/71fb4d18bd1369.jpg,25.6044681,-100.251951
2096,Casa en Venta en Vistalta  zona Contry,"$ 7,500,000",3,400,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-vistalta-zona-contry.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f86a2440abf94d.jpg,25.6044681,-100.251951
2097,Casa En Venta Col. Vista Alta 1er Sector,"$ 7,200,000",3,360,"Vistalta 1er Sector, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-vista-alta-1er-sector-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/01961bc6e2dbdb.jpg,25.6044681,-100.251951
2098,"Casa En Venta En Cumbres Elite Sector Villas, Monterrey, Nuevo Leon","$ 4,800,000",3,208,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-elite-sector-villas-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/acfb9bfc1b2cfb.jpg,25.7443537,-100.403488
2099,"Casa En Venta En Cumbres Elite Sector Villas, Monterrey, Nuevo Leon","$ 4,390,000",3,173,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-elite-sector-villas-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/23b6ce2e5cdfa7.jpg,25.7443537,-100.403488
2100,"CUMBRES ELITE SECTOR VILLAS, MONTERREY, N.L.","$ 4,000,000",3,240,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/cumbres-elite-sector-villas-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2c8f02cd581516.jpg,25.7443537,-100.403488
2101,"Casa en Venta, Monterrey, Nuevo Leon","$ 3,950,000",2,259,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-494.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/44b58ceaac7621.jpg,25.7443537,-100.403488
2102,CASA    EN VENTA    CUMBRES ELITE,"$ 4,200,000",3,280,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-elite-36.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9b03f299aa7991.jpg,25.7443537,-100.403488
2103,Casa en Venta RID11595,"$ 3,720,000",2,220,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-rid11595.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3e33274e8db82c.jpg,25.7443537,-100.403488
2104,Casas en Venta en Cumbres Elite Sector Villas,"$ 5,750,000",3,334,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cumbres-elite-sector-villas-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b99003dee1d606.jpg,25.7443537,-100.403488
2105,CASA EN VENTA EN CUMBRES ELITE,"$ 4,300,000",3,291,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-elite-70.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/da62310c3b23c7.jpg,25.7443537,-100.403488
2106,CASA EN VENTA PASEO DEL VERGEL CARRETERA NACIONAL MONTERREY,"$ 3,700,000",3,176,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-paseo-del-vergel-carretera-nacional-monterrey-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f5dea2b7d78401.jpg,25.5857437,-100.2424884
2107,VENTA DE CASA EN ENCINOS DEL VERGEL CARRETERA NACIONAL.,"$ 9,100,000",3,377,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/venta-de-casa-en-encinos-del-vergel-carretera-nacional-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7ac3014f381f85.jpg,25.5857437,-100.2424884
2108,"Casa En Venta En Paseo Del Vergel, Monterrey, Nuevo Leon","$ 5,800,000",3,330,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-monterrey-nuevo-leon-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/12b0ff817211a8.jpg,25.5857437,-100.2424884
2109,"Casa nueva en venta en carretera nacional, paseo del vergel, $5,800,000","$ 5,800,000",3,330,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-venta-en-carretera-nacional-paseo-del-vergel-5-800-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/70e749e3dccd7f.jpg,25.5857437,-100.2424884
2110,CASA EN VENTA EN PASEO DEL VERGEL,"$ 3,900,000",3,180,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-94.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c14ca5d7cd845a.jpg,25.5857437,-100.2424884
2111,"Casa En Venta En Paseo Del Vergel, Monterrey, Nuevo Leon","$ 4,650,000",3,261,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-monterrey-nuevo-leon-12.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f74e55778b94af.jpg,25.5857437,-100.2424884
2112,Casa Renta en Carretera Nacional.,"$ 5,800,000",3,300,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-renta-en-carretera-nacional-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fec9620d4ff2d0.jpg,25.5857437,-100.2424884
2113,"Casa en venta en Paseo del Vergel, Monterrey, Nuevo Leon","$ 5,800,000",3,330,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-monterrey-nuevo-leon-16.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e5412ff57b03ec.jpg,25.5857437,-100.2424884
2114,"Casa En Venta En Paseo Del Vergel, Monterrey, Nuevo Leon","$ 4,326,000",3,230,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-monterrey-nuevo-leon-15.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/59090e5854c873.jpg,25.5857437,-100.2424884
2115,CASA EN VENTA EN PASEO DEL VERGEL,"$ 3,600,000",3,167,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-97.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/943ab22d33253e.jpg,25.5857437,-100.2424884
2116,Casas en Venta en Paseo del Vergel,"$ 3,960,000",3,170,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-paseo-del-vergel-29.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ac497d45a1aae6.jpg,25.5857437,-100.2424884
2117,"Casa en Venta, Monterrey, Nuevo Leon","$ 3,800,000",3,183,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-649.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f03ffcc9c03f2e.jpg,25.5857437,-100.2424884
2118,"Casa en Venta en Fracc. Rincon del Vergel, Zona la Rioja (Carretera Nacional)( VAV)","$ 5,050,000",3,274,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-fracc-rincon-del-vergel-zona-la-rioja-carretera-nacional-vav.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b4e32bfe5bf8ce.jpg,25.5857437,-100.2424884
2119,Casa de 3 recamas en Monterrey,"$ 3,519,000",3,167,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-de-3-recamas-en-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0454217ceedf9d.jpg,25.5857437,-100.2424884
2120,VENTA DE CASA EN CARRETERA NACIONAL,"$ 5,800,000",3,330,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/venta-de-casa-en-carretera-nacional-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/47342d1cd34ab0.jpg,25.5857437,-100.2424884
2121,CASA EN VENTA EN PASEO DEL VERGEL,"$ 4,380,000",3,200,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-paseo-del-vergel-83.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c2069ef02732a6.jpg,25.5857437,-100.2424884
2122,Hermosa casa en Venta Fracc. Rincon del Vergel muy cerca de Esfera,"$ 4,750,000",3,220,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/hermosa-casa-en-venta-fracc-rincon-del-vergel-muy-cerca-de-esfera.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a0b699698deb54.jpg,25.5857437,-100.2424884
2123,"Casa en Venta, Monterrey, Nuevo Leon","$ 3,900,000",3,170,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-645.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9b8c40b90e5cc1.jpg,25.5857437,-100.2424884
2124,Casa en venta al sur de Monterrey Privada Paseo del Vergel Carretera Nacional,"$ 3,600,000",3,182,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-al-sur-de-monterrey-privada-paseo-del-vergel-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bdd032c1427f1a.jpg,25.5857437,-100.2424884
2125,CASA EN VENTA LOMAS DEL VERGEL,"$ 5,350,000",3,254,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-lomas-del-vergel-23.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a940473fb7f486.jpg,25.5857437,-100.2424884
2126,CASA EN VENTA PASEO DEL VERGEL,"$ 3,960,000",3,176,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-paseo-del-vergel-30.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/50b6b45dcf01c2.jpg,25.5857437,-100.2424884
2127,Casa - Paseo del Vergel,"$ 4,050,000",3,225,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-paseo-del-vergel-7.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/462cac683944c0.jpg,25.5857437,-100.2424884
2128,Casa en venta en Carretera Nacional,"$ 4,000,000",3,184,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-carretera-nacional-146.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/95c17bdac4ecb0.jpg,25.5857437,-100.2424884
2129,SE VENDE CASA EN PASEO DEL VERGEL,"$ 3,514,000",2,167,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/se-vende-casa-en-paseo-del-vergel.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8093163df21ce5.jpg,25.5857437,-100.2424884
2130,"Casa en venta Carretera Nacional, Monterrey N.L.","$ 3,950,000",3,127,"Las Callejas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-carretera-nacional-monterrey-n-l-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a950f2cedd64ad.jpg,25.5927797,-100.2535558
2131,"Casa En Venta En Las Callejas Residencial, Monterrey, Nuevo Leon","$ 3,950,000",3,186,"Las Callejas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-las-callejas-residencial-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ca803be7b0a390.jpg,25.5927797,-100.2535558
2132,Casa en venta Col. Espacio Cumbres,"$ 3,400,000",4,220,"Fraccionamiento Espacio Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-espacio-cumbres-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4383fb49603084.jpg,25.7266562,-100.3752676
2133,"Casa en venta  Col. Espacio Cumbres, Monterrey, N.L.","$ 3,100,000",3,188,"Fraccionamiento Espacio Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-espacio-cumbres-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0a1ac770a8650f.jpg,25.7266562,-100.3752676
2134,Casa en Venta en Espacio Cumbres,"$ 3,000,000",3,188,"Fraccionamiento Espacio Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-espacio-cumbres-11.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8260421fbe8089.jpg,25.7266562,-100.3752676
2135,CASA EN VENTA EN ESPACIO CUMBRES,"$ 3,150,000",3,188,"Fraccionamiento Espacio Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-espacio-cumbres-8.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c6bdc676efaf6a.jpg,25.7266562,-100.3752676
2136,Casa en Venta San Jeronimo Catalonia,"$ 14,900,000",4,480,"Catalonia, Monterrey",https://www.lamudi.com.mx/casa-en-venta-san-jeronimo-catalonia.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e82fc60d81b913.jpg,25.7017417,-100.3777266
2137,"Casa Nueva en Venta Catalonia (Dinastia) $14,900,000","$ 14,900,000",3,480,"Catalonia, Monterrey",https://www.lamudi.com.mx/casa-nueva-en-venta-catalonia-dinastia-14-900-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8d474fa1d8e1d3.jpg,25.7017417,-100.3777266
2138,Casa en La Moderna,"$ 1,680,000",4,170,"Moderna, Monterrey",https://www.lamudi.com.mx/casa-en-la-moderna-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7b44e14141215a.jpg,25.6989455,-100.2866556
2139,Casas en Venta en Moderna,"$ 1,600,000",2,120,"Moderna, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-moderna-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0cf0cff9757880.jpg,25.6989455,-100.2866556
2140,"Casa En Venta En Del Carmen, Monterrey, Nuevo Leon","$ 10,400,000",3,450,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-del-carmen-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/94c3d33b8ac7ee.jpg,25.6710318,-100.3603161
2141,"Casa En Venta En Del Carmen, Monterrey, Nuevo Leon","$ 9,800,000",3,450,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-del-carmen-monterrey-nuevo-leon-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8e6398fcece56c.jpg,25.6710318,-100.3603161
2142,"Casa En Venta En Del Carmen, Monterrey, Nuevo Leon","$ 16,000,000",3,390,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-del-carmen-monterrey-nuevo-leon-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/895e53a337ca03.jpg,25.6710318,-100.3603161
2143,CASA EN VENTA EL CARMEN MONTERREY,"$ 13,000,000",3,422,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-el-carmen-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/69901df5c8cc7a.jpg,25.6710318,-100.3603161
2144,"CASA EN VENTA COLONIA DEL CARMEN POR FUENTES DEL VALLE, MONTERREY","$ 16,000,000",3,390,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-del-carmen-por-fuentes-del-valle-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/82079c0d685918.jpg,25.6710318,-100.3603161
2145,CASA EN VENTA EN DEL CARMEN VALLE SAN PEDRO,"$ 9,800,000",3,430,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-del-carmen-valle-san-pedro.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/77b111c62e3a5d.jpg,25.6710318,-100.3603161
2146,"Casa En Venta En Residencial Cumbres, Monterrey, Nuevo Leon","$ 6,500,000",3,375,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-nuevo-leon-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1250f7543f0c51.jpg,25.7337398,-100.3985731
2147,"Casa En Venta En Residencial Cumbres, Monterrey, Nuevo Leon","$ 6,350,000",4,407,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-nuevo-leon-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5fbd01b36f4419.jpg,25.7337398,-100.3985731
2148,Casa en venta en Residencial Cumbres  6 sector sec B,"$ 3,550,000",3,187,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-6-sector-sec-b.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0c34092bdc059f.jpg,25.7337398,-100.3985731
2149,"Casa En Venta En Residencial Cumbres, Monterrey, Nuevo Leon","$ 13,800,000",4,385,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/52e864e3e78bcb.jpg,25.7337398,-100.3985731
2150,"Casa En Venta En Residencial Cumbres, Monterrey, Nuevo Leon","$ 4,200,000",3,265,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-nuevo-leon-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/875374bff74c79.jpg,25.7337398,-100.3985731
2151,"Casa En Venta En Residencial Cumbres, Monterrey, Nuevo Leon","$ 9,980,000",3,444,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-residencial-cumbres-monterrey-nuevo-leon-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a9d7f41e5005e7.jpg,25.7337398,-100.3985731
2152,CASA EN VENTA EN CUMBRES 2°SECTOR,"$ 8,300,000",3,407,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-2degsector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5b314b576ac5df.jpg,25.7337398,-100.3985731
2153,VENTA DE CASA CUMBRES 2DO SECTOR MONTERREY NL,"$ 4,000,000",3,152,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/venta-de-casa-cumbres-2do-sector-monterrey-nl.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/72d336c3b39e79.jpg,25.7337398,-100.3985731
2154,CASA EN VENTA EN CUMBRES 2DO SECTOR,"$ 5,500,000",3,318,"Residencial Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-2do-sector-5.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/942490f48b5fd3.jpg,25.7337398,-100.3985731
2155,"PRO4797 Casas en Venta, Satelite Acueducto en Monterrey","$ 4,840,000",3,280,"Satelite Acueducto, Monterrey",https://www.lamudi.com.mx/pro4797-casas-en-venta-satelite-acueducto-en-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cbbb97baf53c9c.jpg,25.6037597,-100.27754
2156,Casa en Venta Satelite Acueducto,"$ 5,570,000",3,306,"Satelite Acueducto, Monterrey",https://www.lamudi.com.mx/casa-en-venta-satelite-acueducto-13.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c31a2e0049c50e.jpg,25.6037597,-100.27754
